Server ID,Energy Consumption (kWh),Cooling Efficiency (%),Power Usage Effectiveness (PUE),Timestamp,Server Location,Server Type,Energy Source,Cooling System Type,Energy Cost (€),Carbon Emissions (kg CO2),Maintenance Status,Energy Savings Target (%),Peak Energy Usage (kWh),Off-Peak Energy Usage (kWh),Year,Month,Day
Server-0163,507.04,92,1.96,2022-07-23 03:05:19,Vienna,Backup Server,Wind,Liquid Cooling,213.39,136.38,Active,19,1048.0,140.0,2022,7,23
Server-0164,604.55,85,1.32,2022-02-10 10:50:16,Lisbon,Network Node,Wind,Phase Change Cooling,117.4,518.13,Out of Service,29,1004.0,286.0,2022,2,10
Server-0165,548.04,88,1.8,2023-12-04 10:53:39,Amsterdam,Enterprise,Hydro,Phase Change Cooling,55.82,320.47,Active,22,953.0,267.0,2023,12,4
Server-0166,526.32,65,1.21,2020-04-28 23:03:41,Rome,Edge,Wind,Liquid Cooling,82.81,484.92,Needs Maintenance,31,979.0,247.0,2020,4,28
Server-0167,594.03,87,1.55,2024-08-31 05:07:12,Vienna,Backup Server,Solar,Thermoelectric Cooling,44.74,537.27,Needs Maintenance,24,993.0,263.0,2024,8,31
Server-0168,527.97,81,1.18,2020-07-13 16:16:09,Lisbon,Backup Server,Geothermal,Evaporative Cooling,107.47,126.52,Under Repair,23,931.0,122.0,2020,7,13
Server-0169,321.47,55,1.35,2023-05-25 04:17:07,Dublin,Enterprise,Grid,Phase Change Cooling,82.25,291.16,Needs Maintenance,16,1034.0,235.0,2023,5,25
Server-0170,663.1,83,1.93,2020-03-29 15:21:49,Dublin,Network Node,Wind,Thermoelectric Cooling,104.09,506.66,Retired,25,1048.0,237.0,2020,3,29
Server-0171,622.72,57,1.15,2021-03-13 15:54:14,Germany,Backup Server,Geothermal,Peltier Cooling,120.05,168.76,Inactive,16,1006.0,248.0,2021,3,13
Server-0172,183.97,79,1.63,2023-05-16 09:27:46,Paris,Backup Server,Grid,Evaporative Cooling,86.39,77.81,Active,30,1047.0,242.0,2023,5,16
Server-0173,401.87,76,1.59,2023-02-21 15:46:44,Lisbon,Mainframe,Wind,Liquid Cooling,152.15,363.55,Needs Maintenance,18,1133.0,222.0,2023,2,21
Server-0174,656.35,56,1.12,2024-09-27 23:19:28,Amsterdam,Enterprise,Grid,Compressor Cooling,78.01,456.09,Active,31,906.0,220.0,2024,9,27
Server-0175,225.96,76,1.33,2025-01-07 15:50:40,Lisbon,Network Node,Biomass,Evaporative Cooling,86.85,462.32,Active,23,1003.0,260.0,2025,1,7
Server-0176,641.54,74,1.56,2022-04-14 05:31:54,Lisbon,Network Node,Solar,Fan Cooling,120.1,114.16,Inactive,26,933.0,169.0,2022,4,14
Server-0177,478.82,90,1.19,2020-05-13 05:11:45,London,Edge,Grid,Phase Change Cooling,144.86,267.15,Inactive,19,1078.0,218.0,2020,5,13
Server-0178,701.04,64,1.8,2024-11-26 09:50:19,Paris,Mainframe,Hydro,Peltier Cooling,171.13,183.9,Active,17,1012.0,172.0,2024,11,26
Server-0179,499.83,74,1.97,2024-07-01 00:03:50,Lisbon,Network Node,Grid,Evaporative Cooling,108.09,128.35,Active,20,965.0,192.0,2024,7,1
Server-0180,391.69,71,1.21,2023-11-25 00:33:40,Berlin,Mainframe,Battery Backup,Phase Change Cooling,104.17,354.9,Out of Service,21,987.0,66.0,2023,11,25
Server-0181,546.21,67,1.19,2024-06-07 04:00:47,Berlin,Edge,Wind,Liquid Cooling,78.68,308.82,Under Repair,18,1067.0,156.0,2024,6,7
Server-0182,495.44,61,1.45,2024-07-11 16:44:32,Germany,Enterprise,Solar,Compressor Cooling,175.96,117.44,Under Repair,28,1023.0,178.0,2024,7,11
Server-0183,378.37,72,1.75,2021-04-09 21:35:12,Amsterdam,Backup Server,Wind,Thermoelectric Cooling,124.9,65.95,Active,28,1029.0,179.0,2021,4,9
Server-0184,832.75,94,1.28,2022-09-16 00:30:09,Paris,Backup Server,Hydro,Liquid Cooling,130.81,162.46,Needs Maintenance,16,1074.0,183.0,2022,9,16
Server-0185,354.34,88,1.02,2024-03-17 18:23:48,Amsterdam,Cloud,Solar,Thermoelectric Cooling,157.47,114.84,Needs Maintenance,29,1048.0,141.0,2024,3,17
Server-0186,163.56,74,1.54,2021-05-26 05:17:29,Dublin,Cloud,Solar,Compressor Cooling,30.23,46.22,Active,26,1056.0,183.0,2021,5,26
Server-0187,737.25,59,1.96,2024-02-10 02:05:42,Vienna,Cloud,Grid,Thermoelectric Cooling,92.72,88.07,Out of Service,28,994.0,254.0,2024,2,10
Server-0188,412.47,79,1.39,2022-07-01 09:22:14,Paris,Backup Server,Solar,Phase Change Cooling,103.51,482.73,Active,24,887.0,185.0,2022,7,1
Server-0189,455.48,59,1.42,2021-07-31 15:44:26,London,Mainframe,Wind,Evaporative Cooling,76.98,359.0,Inactive,17,1005.0,265.0,2021,7,31
Server-0190,446.31,83,1.97,2024-06-18 13:40:36,Paris,Cloud,Battery Backup,Fan Cooling,143.66,286.26,Retired,16,967.0,262.0,2024,6,18
Server-0191,414.55,62,1.69,2020-12-29 04:11:31,Lisbon,Enterprise,Solar,Fan Cooling,105.19,389.89,Needs Maintenance,16,1039.0,171.0,2020,12,29
Server-0192,385.07,78,1.72,2021-02-28 00:20:21,Rome,Network Node,Geothermal,Thermoelectric Cooling,129.37,113.8,Under Repair,25,911.0,228.0,2021,2,28
Server-0193,350.48,87,1.56,2023-03-30 08:40:05,London,Mainframe,Grid,Thermoelectric Cooling,64.96,129.14,Active,26,1041.0,134.0,2023,3,30
Server-0194,509.71,90,1.97,2024-11-13 08:51:22,Germany,Backup Server,Wind,Thermoelectric Cooling,164.24,410.95,Needs Maintenance,29,1009.0,147.0,2024,11,13
Server-0195,439.7,94,1.69,2020-07-14 11:54:54,Amsterdam,Enterprise,Battery Backup,Liquid Cooling,112.48,283.16,Retired,26,1018.0,206.0,2020,7,14
Server-0196,609.55,58,1.9,2023-10-13 11:29:03,Berlin,Backup Server,Grid,Phase Change Cooling,151.44,310.19,Under Repair,25,1031.0,225.0,2023,10,13
Server-0197,572.4,62,1.7,2023-02-07 12:26:08,London,Mainframe,Biomass,Compressor Cooling,130.2,292.38,Out of Service,34,999.0,281.0,2023,2,7
Server-0198,360.87,86,1.74,2023-07-02 11:13:28,Germany,Mainframe,Wind,Thermoelectric Cooling,90.95,295.69,Retired,34,983.0,192.0,2023,7,2
Server-0199,516.28,63,1.29,2021-02-15 14:30:19,Dublin,Mainframe,Grid,Evaporative Cooling,169.82,101.45,Retired,28,1057.0,209.0,2021,2,15
Server-0200,437.32,86,1.3,2021-02-11 13:31:38,Paris,Edge,Solar,Peltier Cooling,197.96,114.11,Active,19,1030.0,205.0,2021,2,11
Server-0201,351.25,58,1.78,2021-02-17 05:34:07,Paris,Network Node,Solar,Thermoelectric Cooling,133.36,306.62,Inactive,33,1034.0,290.0,2021,2,17
Server-0202,603.41,57,1.3,2023-11-12 10:06:11,Berlin,Cloud,Grid,Compressor Cooling,83.1,392.99,Needs Maintenance,31,996.0,267.0,2023,11,12
Server-0203,481.8,88,1.56,2021-10-31 01:06:03,Rome,Edge,Battery Backup,Compressor Cooling,65.05,339.72,Needs Maintenance,29,1005.0,219.0,2021,10,31
Server-0204,438.87,89,1.25,2024-06-15 14:35:31,Amsterdam,Network Node,Solar,Compressor Cooling,145.26,295.51,Inactive,34,999.0,240.0,2024,6,15
Server-0205,371.66,52,1.82,2022-04-04 15:02:58,Vienna,Backup Server,Wind,Phase Change Cooling,74.0,158.38,Out of Service,31,913.0,217.0,2022,4,4
Server-0206,345.81,89,1.11,2023-03-21 14:59:37,Paris,Cloud,Wind,Evaporative Cooling,110.24,273.4,Active,26,931.0,254.0,2023,3,21
Server-0207,798.32,82,1.83,2021-08-24 04:34:26,Vienna,Edge,Grid,Phase Change Cooling,114.73,333.99,Active,22,994.0,243.0,2021,8,24
Server-0208,550.12,81,1.6,2024-12-02 19:42:11,Amsterdam,Edge,Battery Backup,Peltier Cooling,58.31,482.73,Under Repair,29,906.0,185.0,2024,12,2
Server-0209,336.33,56,1.19,2022-09-29 20:05:03,Dublin,Enterprise,Solar,Compressor Cooling,186.07,122.38,Active,16,994.0,205.0,2022,9,29
Server-0210,543.18,68,1.54,2024-08-01 02:41:26,Dublin,Edge,Wind,Peltier Cooling,99.47,204.75,Under Repair,31,955.0,208.0,2024,8,1
Server-0211,659.3,83,1.28,2020-05-30 07:53:28,Vienna,Mainframe,Grid,Peltier Cooling,29.97,386.02,Retired,24,996.0,208.0,2020,5,30
Server-0212,525.13,63,1.32,2020-06-19 22:22:40,Berlin,Backup Server,Battery Backup,Phase Change Cooling,109.94,324.09,Inactive,32,1009.0,175.0,2020,6,19
Server-0213,706.1,68,1.35,2023-01-27 01:28:07,Vienna,Edge,Grid,Thermoelectric Cooling,125.08,146.41,Needs Maintenance,26,907.0,217.0,2023,1,27
Server-0214,268.58,75,1.06,2021-08-06 09:49:03,Lisbon,Mainframe,Grid,Thermoelectric Cooling,145.29,210.48,Needs Maintenance,15,1016.0,175.0,2021,8,6
Server-0215,201.3,66,1.99,2022-06-01 11:10:46,Germany,Network Node,Hydro,Fan Cooling,145.85,170.42,Active,18,978.0,171.0,2022,6,1
Server-0216,539.08,77,1.03,2023-06-07 05:49:43,London,Network Node,Biomass,Liquid Cooling,128.96,425.29,Inactive,19,884.0,194.0,2023,6,7
Server-0217,541.47,68,1.66,2021-09-14 11:03:44,Berlin,Mainframe,Wind,Heat Pipe Cooling,112.72,117.17,Active,17,977.0,213.0,2021,9,14
Server-0218,-0.93,76,1.37,2023-11-21 00:59:07,Germany,Enterprise,Battery Backup,Thermoelectric Cooling,86.82,67.11,Retired,15,1019.0,261.0,2023,11,21
Server-0219,406.46,68,1.65,2022-12-08 07:56:33,Paris,Enterprise,Grid,Compressor Cooling,91.63,210.64,Inactive,21,980.0,236.0,2022,12,8
Server-0220,348.7,82,1.36,2020-04-26 07:57:33,Amsterdam,Network Node,Grid,Peltier Cooling,128.79,452.1,Active,34,977.0,256.0,2020,4,26
Server-0221,291.21,56,1.67,2021-02-15 19:40:25,Dublin,Backup Server,Battery Backup,Fan Cooling,93.58,465.36,Out of Service,26,1008.0,289.0,2021,2,15
Server-0222,348.34,78,1.73,2021-01-29 18:43:46,Amsterdam,Edge,Battery Backup,Phase Change Cooling,100.86,164.06,Active,20,976.0,171.0,2021,1,29
Server-0223,589.37,92,1.69,2024-10-05 02:35:55,Berlin,Network Node,Solar,Peltier Cooling,90.31,187.52,Needs Maintenance,34,987.0,236.0,2024,10,5
Server-0224,347.39,54,1.11,2020-08-22 18:48:09,Stockholm,Network Node,Biomass,Fan Cooling,127.6,459.28,Needs Maintenance,31,934.0,238.0,2020,8,22
Server-0225,352.53,79,1.66,2022-04-07 00:23:31,Vienna,Mainframe,Biomass,Liquid Cooling,132.3,140.28,Needs Maintenance,25,974.0,213.0,2022,4,7
Server-0226,257.18,92,1.28,2024-01-13 22:31:23,Lisbon,Enterprise,Wind,Liquid Cooling,80.48,643.7,Retired,22,1094.0,245.0,2024,1,13
Server-0227,690.34,57,1.03,2021-06-22 08:42:40,Germany,Backup Server,Wind,Heat Pipe Cooling,149.93,104.55,Inactive,25,1009.0,204.0,2021,6,22
Server-0228,565.19,91,1.41,2024-03-01 06:31:11,Germany,Mainframe,Battery Backup,Heat Pipe Cooling,100.57,363.67,Active,27,1013.0,234.0,2024,3,1
Server-0229,126.15,61,1.43,2023-10-19 22:05:01,Rome,Network Node,Solar,Peltier Cooling,132.22,201.61,Inactive,23,968.0,129.0,2023,10,19
Server-0230,352.66,91,1.47,2023-01-09 08:25:47,Dublin,Cloud,Grid,Thermoelectric Cooling,116.37,148.42,Inactive,33,980.0,200.0,2023,1,9
Server-0231,579.28,62,1.7,2023-06-17 13:55:00,Germany,Edge,Grid,Heat Pipe Cooling,79.5,117.37,Active,34,989.0,235.0,2023,6,17
Server-0232,692.21,75,1.31,2021-01-14 14:30:55,Berlin,Network Node,Solar,Evaporative Cooling,72.24,101.74,Retired,19,1044.0,251.0,2021,1,14
Server-0233,626.13,67,1.32,2021-02-06 17:25:14,London,Mainframe,Battery Backup,Evaporative Cooling,72.95,102.52,Active,24,1060.0,157.0,2021,2,6
Server-0234,446.65,91,1.06,2020-03-01 00:08:22,Stockholm,Cloud,Wind,Fan Cooling,73.61,95.19,Retired,27,977.0,196.0,2020,3,1
Server-0235,210.29,69,1.69,2023-08-11 20:16:24,Germany,Cloud,Biomass,Phase Change Cooling,139.17,355.99,Out of Service,19,999.0,147.0,2023,8,11
Server-0236,630.54,65,1.57,2023-12-06 04:51:52,London,Network Node,Wind,Liquid Cooling,83.49,212.79,Needs Maintenance,17,988.0,181.0,2023,12,6
Server-0237,455.47,86,1.35,2024-12-29 20:13:22,Germany,Backup Server,Wind,Compressor Cooling,66.93,74.31,Active,31,1038.0,216.0,2024,12,29
Server-0238,510.33,52,1.71,2021-10-01 04:59:14,Berlin,Enterprise,Grid,Thermoelectric Cooling,93.85,83.48,Retired,24,1023.0,252.0,2021,10,1
Server-0239,473.39,76,1.54,2025-03-26 15:24:31,London,Cloud,Grid,Liquid Cooling,190.42,101.75,Retired,31,996.0,245.0,2025,3,26
Server-0240,296.67,64,1.47,2024-08-25 04:49:35,Paris,Edge,Biomass,Evaporative Cooling,128.42,322.8,Needs Maintenance,20,1050.0,211.0,2024,8,25
Server-0241,554.64,83,1.51,2023-01-04 02:33:38,Germany,Mainframe,Wind,Fan Cooling,133.86,144.5,Needs Maintenance,28,1026.0,167.0,2023,1,4
Server-0242,533.97,94,1.64,2021-08-23 20:40:07,Paris,Mainframe,Solar,Compressor Cooling,217.65,317.04,Active,23,961.0,193.0,2021,8,23
Server-0243,436.13,71,1.66,2024-01-06 20:33:57,Rome,Mainframe,Solar,Heat Pipe Cooling,102.57,280.36,Needs Maintenance,19,1000.0,327.0,2024,1,6
Server-0244,570.67,89,1.29,2024-01-25 02:54:47,Dublin,Network Node,Biomass,Heat Pipe Cooling,142.84,463.06,Needs Maintenance,34,991.0,130.0,2024,1,25
Server-0245,293.9,72,1.14,2021-09-26 20:18:56,Berlin,Mainframe,Grid,Evaporative Cooling,105.34,273.75,Needs Maintenance,22,951.0,140.0,2021,9,26
Server-0246,459.65,53,1.16,2022-04-26 16:32:39,Lisbon,Mainframe,Grid,Fan Cooling,106.95,487.95,Needs Maintenance,30,989.0,209.0,2022,4,26
Server-0247,503.92,90,1.64,2025-03-25 06:55:47,Berlin,Edge,Battery Backup,Peltier Cooling,97.82,190.32,Active,21,1057.0,235.0,2025,3,25
Server-0248,239.76,72,1.87,2022-12-11 17:28:42,Vienna,Enterprise,Grid,Phase Change Cooling,124.92,506.27,Retired,16,1055.0,243.0,2022,12,11
Server-0249,491.44,58,1.41,2024-12-25 19:45:11,Lisbon,Backup Server,Solar,Liquid Cooling,172.97,264.55,Needs Maintenance,23,1046.0,214.0,2024,12,25
Server-0250,610.05,73,1.17,2024-10-22 20:01:55,Vienna,Network Node,Battery Backup,Evaporative Cooling,95.01,433.44,Active,24,1039.0,124.0,2024,10,22
Server-0251,454.52,70,1.76,2023-03-16 21:14:13,London,Network Node,Battery Backup,Phase Change Cooling,140.15,266.49,Active,33,1010.0,189.0,2023,3,16
Server-0252,494.88,90,1.83,2022-06-23 02:29:33,Rome,Mainframe,Grid,Phase Change Cooling,133.17,94.04,Retired,18,970.0,112.0,2022,6,23
Server-0253,584.35,65,1.88,2021-04-02 05:30:26,London,Edge,Wind,Liquid Cooling,194.6,96.56,Active,27,1028.0,220.0,2021,4,2
Server-0254,441.83,74,1.61,2020-05-10 22:49:12,Germany,Cloud,Geothermal,Compressor Cooling,165.83,130.11,Needs Maintenance,16,918.0,223.0,2020,5,10
Server-0255,455.33,75,1.86,2025-03-28 22:23:30,Dublin,Mainframe,Grid,Liquid Cooling,126.98,92.23,Retired,33,966.0,194.0,2025,3,28
Server-0256,323.49,94,1.02,2024-12-02 17:08:40,Berlin,Mainframe,Battery Backup,Compressor Cooling,192.91,379.35,Retired,20,1055.0,141.0,2024,12,2
Server-0257,497.76,58,1.11,2020-09-08 15:42:36,Amsterdam,Network Node,Grid,Thermoelectric Cooling,-34.27,172.34,Inactive,30,975.0,159.0,2020,9,8
Server-0258,449.77,64,1.09,2024-08-13 06:18:09,Berlin,Network Node,Wind,Phase Change Cooling,94.48,251.05,Needs Maintenance,29,1032.0,119.0,2024,8,13
Server-0259,574.86,88,1.71,2024-11-15 00:40:31,Berlin,Mainframe,Solar,Fan Cooling,134.9,64.69,Needs Maintenance,28,982.0,197.0,2024,11,15
Server-0260,584.52,82,1.07,2020-08-06 12:40:37,Lisbon,Network Node,Grid,Evaporative Cooling,147.15,100.99,Needs Maintenance,27,1028.0,358.0,2020,8,6
Server-0261,618.68,50,1.5,2021-06-27 02:00:18,Stockholm,Edge,Geothermal,Liquid Cooling,47.24,178.55,Needs Maintenance,31,923.0,195.0,2021,6,27
Server-0262,423.76,54,1.47,2023-09-02 07:01:51,Amsterdam,Cloud,Solar,Fan Cooling,137.14,452.46,Needs Maintenance,32,1064.0,179.0,2023,9,2
Server-0263,173.51,58,1.31,2025-01-01 19:29:44,Germany,Cloud,Grid,Fan Cooling,54.23,92.95,Needs Maintenance,34,944.0,211.0,2025,1,1
Server-0264,611.25,93,1.87,2023-05-11 20:27:28,Vienna,Cloud,Grid,Liquid Cooling,147.81,85.8,Active,15,932.0,142.0,2023,5,11
Server-0265,564.67,55,1.17,2022-06-17 13:44:51,Paris,Mainframe,Solar,Heat Pipe Cooling,67.81,137.14,Out of Service,18,1061.0,144.0,2022,6,17
Server-0266,404.71,77,1.35,2021-10-03 06:56:36,Vienna,Backup Server,Solar,Phase Change Cooling,105.52,385.98,Out of Service,30,1000.0,169.0,2021,10,3
Server-0267,583.24,94,1.77,2023-05-09 13:11:43,Dublin,Mainframe,Grid,Heat Pipe Cooling,175.28,445.06,Needs Maintenance,32,985.0,244.0,2023,5,9
Server-0268,282.71,75,1.03,2024-12-30 12:43:50,Rome,Mainframe,Battery Backup,Compressor Cooling,131.39,245.04,Under Repair,24,1078.0,217.0,2024,12,30
Server-0269,654.54,77,1.67,2024-07-20 08:22:42,Dublin,Edge,Geothermal,Thermoelectric Cooling,127.25,365.57,Out of Service,34,1037.0,192.0,2024,7,20
Server-0270,449.96,89,1.82,2024-06-09 05:41:52,Rome,Cloud,Grid,Fan Cooling,100.23,475.8,Needs Maintenance,22,978.0,237.0,2024,6,9
Server-0271,375.66,64,1.93,2020-10-15 18:55:44,Berlin,Network Node,Wind,Evaporative Cooling,68.71,167.32,Needs Maintenance,20,993.0,285.0,2020,10,15
Server-0272,406.74,55,1.88,2024-03-29 16:56:43,Lisbon,Network Node,Hydro,Evaporative Cooling,167.98,235.64,Needs Maintenance,31,1054.0,237.0,2024,3,29
Server-0273,465.28,76,1.32,2021-03-14 03:36:26,Germany,Enterprise,Wind,Fan Cooling,119.69,121.8,Out of Service,19,952.0,149.0,2021,3,14
Server-0274,498.2,87,1.59,2021-07-17 09:20:37,Stockholm,Enterprise,Biomass,Heat Pipe Cooling,95.09,342.83,Needs Maintenance,18,1072.0,106.0,2021,7,17
Server-0275,507.24,53,1.08,2022-01-25 17:08:06,Dublin,Backup Server,Wind,Phase Change Cooling,103.34,93.62,Needs Maintenance,18,978.0,113.0,2022,1,25
Server-0276,435.56,60,1.26,2020-01-23 22:58:29,Lisbon,Network Node,Grid,Fan Cooling,82.72,292.26,Active,33,956.0,243.0,2020,1,23
Server-0277,530.04,70,1.09,2023-09-22 15:41:33,Vienna,Cloud,Solar,Peltier Cooling,147.35,146.26,Out of Service,23,1054.0,162.0,2023,9,22
Server-0278,501.24,79,1.32,2024-10-31 05:44:05,Stockholm,Mainframe,Grid,Compressor Cooling,146.26,288.83,Active,27,1037.0,241.0,2024,10,31
Server-0279,402.86,67,1.88,2022-06-18 16:25:32,London,Network Node,Wind,Fan Cooling,105.46,361.14,Active,21,911.0,177.0,2022,6,18
Server-0280,380.27,84,1.35,2022-04-27 10:19:49,Berlin,Backup Server,Wind,Liquid Cooling,134.06,429.76,Needs Maintenance,32,995.0,219.0,2022,4,27
Server-0281,591.25,52,1.56,2024-03-25 22:17:43,Amsterdam,Backup Server,Battery Backup,Heat Pipe Cooling,206.26,190.72,Active,32,945.0,235.0,2024,3,25
Server-0282,578.65,61,1.43,2020-11-01 03:40:10,Amsterdam,Network Node,Geothermal,Liquid Cooling,114.76,408.68,Active,31,1040.0,161.0,2020,11,1
Server-0283,508.57,76,1.46,2025-02-11 00:47:16,Paris,Enterprise,Wind,Liquid Cooling,84.8,152.03,Active,22,1086.0,241.0,2025,2,11
Server-0284,638.63,79,1.97,2020-05-11 03:10:37,Berlin,Cloud,Grid,Fan Cooling,103.39,134.86,Active,25,1027.0,167.0,2020,5,11
Server-0285,205.8,70,1.3,2022-09-26 09:14:24,Paris,Network Node,Grid,Phase Change Cooling,97.64,351.87,Needs Maintenance,20,962.0,165.0,2022,9,26
Server-0286,415.34,87,1.63,2021-12-17 00:30:19,Amsterdam,Mainframe,Biomass,Fan Cooling,100.32,116.62,Needs Maintenance,22,1044.0,241.0,2021,12,17
Server-0287,326.55,70,1.42,2021-01-19 21:44:36,Germany,Mainframe,Battery Backup,Phase Change Cooling,73.44,361.92,Needs Maintenance,22,997.0,232.0,2021,1,19
Server-0288,838.44,87,1.06,2024-10-03 12:30:04,Vienna,Edge,Geothermal,Evaporative Cooling,112.42,44.77,Needs Maintenance,33,996.0,223.0,2024,10,3
Server-0289,606.98,89,1.49,2024-03-09 16:51:30,Germany,Mainframe,Wind,Phase Change Cooling,120.32,338.21,Needs Maintenance,29,976.0,145.0,2024,3,9
Server-0290,488.14,64,1.81,2021-04-17 11:57:07,Lisbon,Network Node,Grid,Thermoelectric Cooling,125.8,141.44,Needs Maintenance,33,1005.0,181.0,2021,4,17
Server-0291,617.75,67,1.1,2023-04-23 19:04:18,Vienna,Network Node,Grid,Liquid Cooling,179.28,97.36,Active,20,996.0,234.0,2023,4,23
Server-0292,667.44,78,1.07,2022-07-11 08:48:15,Amsterdam,Mainframe,Battery Backup,Thermoelectric Cooling,108.22,538.44,Needs Maintenance,18,880.0,314.0,2022,7,11
Server-0293,665.84,87,1.15,2022-10-14 17:24:16,Paris,Enterprise,Wind,Fan Cooling,95.07,389.08,Retired,21,1001.0,291.0,2022,10,14
Server-0294,638.26,70,1.76,2020-05-27 02:43:55,Berlin,Cloud,Solar,Thermoelectric Cooling,54.32,120.08,Retired,16,993.0,177.0,2020,5,27
Server-0295,460.62,66,1.72,2024-05-31 20:48:45,Berlin,Backup Server,Solar,Evaporative Cooling,121.79,156.34,Active,16,1017.0,167.0,2024,5,31
Server-0296,424.8,90,1.57,2022-03-27 17:03:40,Rome,Network Node,Biomass,Peltier Cooling,129.59,438.46,Active,28,900.0,286.0,2022,3,27
Server-0297,355.67,67,1.47,2024-01-09 10:51:25,Stockholm,Mainframe,Wind,Liquid Cooling,90.85,167.48,Under Repair,23,1026.0,230.0,2024,1,9
Server-0298,575.37,86,1.89,2021-02-26 05:45:41,London,Backup Server,Biomass,Evaporative Cooling,86.78,174.78,Active,21,1001.0,177.0,2021,2,26
Server-0299,476.16,87,1.77,2022-02-07 08:27:20,Amsterdam,Mainframe,Solar,Heat Pipe Cooling,100.96,179.95,Retired,19,1025.0,206.0,2022,2,7
Server-0300,437.23,61,1.81,2022-02-13 01:55:48,Amsterdam,Network Node,Hydro,Compressor Cooling,159.75,142.13,Retired,26,919.0,138.0,2022,2,13
Server-0301,429.4,60,1.81,2022-06-26 06:27:56,Paris,Edge,Grid,Liquid Cooling,58.87,86.11,Under Repair,32,938.0,250.0,2022,6,26
Server-0302,717.53,69,1.64,2023-12-20 07:03:16,Rome,Cloud,Grid,Fan Cooling,35.73,348.19,Active,33,906.0,270.0,2023,12,20
Server-0303,642.9,58,1.46,2021-05-01 19:52:14,Dublin,Network Node,Battery Backup,Phase Change Cooling,121.75,186.46,Needs Maintenance,30,1007.0,277.0,2021,5,1
Server-0304,774.56,50,1.86,2023-07-22 11:20:18,Stockholm,Backup Server,Solar,Heat Pipe Cooling,139.99,404.18,Needs Maintenance,26,983.0,256.0,2023,7,22
Server-0305,579.35,52,1.93,2021-09-30 15:10:59,Germany,Mainframe,Battery Backup,Thermoelectric Cooling,91.42,108.72,Active,20,993.0,184.0,2021,9,30
Server-0306,508.54,70,1.02,2021-05-17 00:03:48,Germany,Edge,Wind,Peltier Cooling,90.7,313.7,Active,15,930.0,245.0,2021,5,17
Server-0307,496.19,72,1.05,2020-06-18 14:31:11,Dublin,Network Node,Grid,Evaporative Cooling,161.76,253.79,Needs Maintenance,26,940.0,273.0,2020,6,18
Server-0308,346.95,58,1.96,2025-04-04 16:20:54,Rome,Cloud,Grid,Compressor Cooling,150.25,478.43,Needs Maintenance,25,875.0,247.0,2025,4,4
Server-0309,310.79,68,1.28,2022-07-07 10:21:36,Stockholm,Edge,Battery Backup,Phase Change Cooling,190.39,108.06,Out of Service,25,933.0,243.0,2022,7,7
Server-0310,576.1,94,1.87,2020-08-07 20:39:43,Amsterdam,Backup Server,Solar,Liquid Cooling,82.03,88.14,Active,23,967.0,210.0,2020,8,7
Server-0311,359.8,68,1.39,2022-09-05 21:49:45,Berlin,Mainframe,Solar,Compressor Cooling,62.64,277.14,Inactive,16,970.0,155.0,2022,9,5
Server-0312,531.72,72,1.12,2024-04-25 12:15:01,Amsterdam,Enterprise,Battery Backup,Thermoelectric Cooling,88.81,27.15,Out of Service,22,997.0,293.0,2024,4,25
Server-0313,667.32,76,1.08,2021-02-28 00:26:33,Germany,Cloud,Solar,Heat Pipe Cooling,144.97,454.44,Active,15,1038.0,198.0,2021,2,28
Server-0314,400.18,76,1.16,2021-01-10 20:49:43,Vienna,Edge,Grid,Thermoelectric Cooling,118.26,348.29,Needs Maintenance,15,966.0,261.0,2021,1,10
Server-0315,801.57,88,1.25,2021-01-28 12:18:53,Paris,Network Node,Battery Backup,Compressor Cooling,106.21,78.92,Retired,26,1024.0,324.0,2021,1,28
Server-0316,351.4,85,1.49,2024-09-19 19:40:23,Paris,Network Node,Grid,Thermoelectric Cooling,52.05,177.02,Needs Maintenance,18,1039.0,245.0,2024,9,19
Server-0317,648.53,61,1.7,2022-11-30 17:31:29,London,Edge,Solar,Liquid Cooling,114.81,126.74,Retired,15,1058.0,259.0,2022,11,30
Server-0318,563.71,76,1.99,2022-01-19 19:55:45,Lisbon,Network Node,Grid,Heat Pipe Cooling,62.97,40.94,Retired,26,1024.0,153.0,2022,1,19
Server-0319,679.11,83,1.44,2020-07-26 00:25:50,Germany,Edge,Wind,Evaporative Cooling,152.42,456.2,Active,28,1004.0,164.0,2020,7,26
Server-0320,332.57,82,1.52,2022-06-30 05:07:54,Rome,Cloud,Grid,Liquid Cooling,61.04,261.29,Inactive,15,946.0,263.0,2022,6,30
